orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
16720,2024-02-04,2024-02-12,2024-02-13,Disputed,,23661
16721,2025-07-17,2025-07-24,2025-07-21,Shipped,Backorder — ship when available.,23723
16722,2022-05-16,2022-06-01,2022-05-26,Shipped,,23819
16723,2026-02-11,2026-03-13,2026-02-14,Shipped,Hold for customer confirmation.,22081
16724,2023-09-15,2023-10-11,,On Hold,Customer will pick up at warehouse.,22121
16725,2023-04-13,2023-05-03,,In Process,Check stock before processing.,23122
16726,2024-12-10,2025-01-06,,On Hold,,23088
16727,2024-08-01,2024-08-26,2024-08-08,Shipped,Partial shipment approved by customer.,23553
16728,2023-02-01,2023-02-24,2023-02-06,Shipped,Verified credit before processing.,22787
16729,2025-10-04,2025-10-11,,On Hold,Check stock before processing.,23159
16730,2025-09-19,2025-10-15,,On Hold,Gift wrapping requested.,22794
16731,2024-11-22,2024-12-01,,In Process,Priority customer — rush order.,20065
16732,2025-12-17,2025-12-27,,On Hold,Please ship as soon as possible.,24608
16733,2023-04-17,2023-05-17,2023-04-27,Shipped,,21399
16734,2026-07-01,2026-07-31,2026-07-08,Shipped,,23336
16735,2022-06-10,2022-06-28,2022-06-16,Shipped,Call before delivery.,24931
16736,2023-03-29,2023-04-07,,Cancelled,Partial shipment approved by customer.,23263
16737,2025-04-19,2025-05-11,2025-04-23,Resolved,Verified credit before processing.,24816
16738,2025-05-24,2025-06-18,2025-05-27,Resolved,International shipment — customs docs needed.,22948
16739,2023-08-19,2023-09-17,,In Process,Special discount applied.,20330
16740,2025-03-04,2025-03-17,2025-03-09,Shipped,Verified credit before processing.,24590
16741,2023-12-20,2024-01-18,2023-12-28,Shipped,,24132
16742,2022-05-10,2022-05-28,2022-05-16,Resolved,Verified credit before processing.,20446
16743,2024-06-21,2024-07-20,2024-06-24,Shipped,International shipment — customs docs needed.,21939
16744,2022-08-05,2022-08-18,2022-08-09,Disputed,,20963
16745,2024-08-16,2024-09-05,,Cancelled,Hold for customer confirmation.,23260
16746,2026-01-16,2026-02-09,2026-01-20,Shipped,Customer will pick up at warehouse.,21061
16747,2024-10-13,2024-11-02,2024-10-22,Disputed,Replacement for damaged order.,22425
16748,2022-04-21,2022-05-15,2022-04-28,Shipped,,22472
16749,2024-05-08,2024-06-01,2024-05-10,Disputed,Priority customer — rush order.,21672
16750,2022-01-05,2022-01-17,2022-01-07,Shipped,Customer will pick up at warehouse.,22188
16751,2023-09-10,2023-09-18,2023-09-11,Shipped,,20084
16752,2022-08-03,2022-09-02,,On Hold,Call before delivery.,22893
16753,2024-02-17,2024-02-27,2024-02-19,Resolved,Check stock before processing.,21614
16754,2022-05-17,2022-06-06,2022-05-21,Shipped,,24668
16755,2023-06-30,2023-07-07,2023-07-08,Shipped,Partial shipment approved by customer.,24989
16756,2025-11-18,2025-12-10,2025-11-28,Shipped,,21377
16757,2024-04-26,2024-05-03,2024-05-04,Shipped,Replacement for damaged order.,23519
16758,2026-03-16,2026-03-30,2026-03-24,Shipped,Call before delivery.,22648
16759,2025-05-24,2025-06-23,2025-05-31,Shipped,Call before delivery.,24985
16760,2025-05-15,2025-05-31,2025-05-21,Shipped,Partial shipment approved by customer.,23717
16761,2022-03-03,2022-03-14,2022-03-11,Shipped,Call before delivery.,20590
16762,2024-07-22,2024-08-13,2024-07-29,Disputed,Partial shipment approved by customer.,22839
16763,2023-12-16,2023-12-27,2023-12-26,Shipped,Verified credit before processing.,24851
16764,2025-08-20,2025-09-02,2025-08-23,Shipped,International shipment — customs docs needed.,20536
16765,2022-05-24,2022-06-05,2022-05-28,Shipped,,20850
16766,2025-12-01,2025-12-29,2025-12-09,Shipped,Replacement for damaged order.,21502
16767,2026-06-02,2026-06-30,,In Process,Hold for customer confirmation.,22323
16768,2024-06-13,2024-06-27,2024-06-15,Shipped,Fragile items — handle with care.,24726
16769,2022-05-02,2022-05-30,2022-05-10,Disputed,Backorder — ship when available.,22114
16770,2024-04-15,2024-04-26,,On Hold,Check stock before processing.,21882
16771,2022-02-10,2022-02-25,,Cancelled,,24151
16772,2026-03-08,2026-03-15,2026-03-17,Shipped,Hold for customer confirmation.,21216
16773,2025-10-11,2025-10-25,,In Process,Verified credit before processing.,21969
16774,2022-02-20,2022-03-20,,Cancelled,,21193
16775,2023-03-13,2023-04-03,2023-03-17,Shipped,,24934
16776,2022-12-20,2022-12-27,2022-12-26,Shipped,Fragile items — handle with care.,22601
16777,2025-07-24,2025-08-11,,In Process,,24009
16778,2022-03-15,2022-04-14,2022-03-18,Shipped,,21074
16779,2026-04-13,2026-05-07,2026-04-21,Shipped,Verified credit before processing.,22216
16780,2022-10-08,2022-10-17,2022-10-10,Shipped,Priority customer — rush order.,23016
16781,2025-10-24,2025-11-21,,In Process,Backorder — ship when available.,23707
16782,2024-04-02,2024-04-30,,In Process,Fragile items — handle with care.,23949
16783,2026-01-02,2026-01-26,,In Process,Gift wrapping requested.,22523
16784,2026-01-25,2026-02-14,2026-02-01,Shipped,Gift wrapping requested.,23687
16785,2023-07-30,2023-08-18,,In Process,Check stock before processing.,22191
16786,2024-05-13,2024-06-04,2024-05-17,Resolved,Customer requested expedited shipping.,23631
16787,2024-09-29,2024-10-24,,In Process,Customer requested expedited shipping.,23475
16788,2022-07-21,2022-07-30,2022-07-27,Shipped,Customer requested expedited shipping.,23987
16789,2024-03-07,2024-03-27,,Cancelled,Hold for customer confirmation.,22174
16790,2022-07-30,2022-08-26,2022-08-07,Disputed,,21896
16791,2023-08-04,2023-08-28,2023-08-07,Resolved,Hold for customer confirmation.,22654
16792,2024-01-21,2024-01-28,2024-01-23,Shipped,,24473
16793,2025-05-07,2025-05-16,2025-05-12,Shipped,,24985
16794,2024-12-14,2025-01-06,2024-12-20,Disputed,Gift wrapping requested.,22335
16795,2023-01-26,2023-02-09,,Cancelled,Replacement for damaged order.,21801
16796,2026-01-16,2026-02-12,2026-01-17,Resolved,,23275
16797,2026-06-23,2026-07-07,2026-06-26,Shipped,Replacement for damaged order.,23126
16798,2023-03-14,2023-04-05,2023-03-23,Shipped,Hold for customer confirmation.,23215
16799,2022-01-07,2022-01-26,2022-01-16,Shipped,Please ship as soon as possible.,24011
16800,2024-07-30,2024-08-14,2024-08-01,Shipped,Special discount applied.,23488
16801,2022-11-17,2022-12-16,2022-11-22,Disputed,International shipment — customs docs needed.,21022
16802,2024-10-17,2024-11-16,,In Process,Verified credit before processing.,20911
16803,2025-12-28,2026-01-20,2026-01-02,Shipped,,24901
16804,2025-11-10,2025-12-04,,Cancelled,Customer will pick up at warehouse.,20253
16805,2025-08-09,2025-08-21,,Cancelled,Verified credit before processing.,21109
16806,2023-03-28,2023-04-21,2023-04-02,Shipped,,24861
16807,2023-03-18,2023-04-10,2023-03-25,Resolved,,24153
16808,2025-12-12,2025-12-25,2025-12-20,Shipped,Check stock before processing.,23348
16809,2022-04-29,2022-05-15,2022-05-06,Shipped,International shipment — customs docs needed.,24057
16810,2023-12-07,2023-12-15,,On Hold,International shipment — customs docs needed.,24770
16811,2022-04-24,2022-05-06,,On Hold,Customer will pick up at warehouse.,22812
16812,2024-02-24,2024-03-08,2024-03-05,Shipped,,20613
16813,2024-08-02,2024-08-16,2024-08-09,Resolved,Customer requested expedited shipping.,20630
16814,2022-11-15,2022-11-23,2022-11-23,Shipped,Call before delivery.,22625
16815,2022-10-04,2022-10-24,,Cancelled,Special discount applied.,22956
16816,2026-04-10,2026-04-29,,On Hold,Replacement for damaged order.,23911
16817,2025-11-17,2025-12-15,2025-11-24,Shipped,,20196
16818,2022-03-22,2022-04-21,2022-03-26,Shipped,,23912
16819,2024-05-02,2024-05-13,2024-05-10,Resolved,Check stock before processing.,20335
16820,2026-02-22,2026-03-19,,On Hold,Special discount applied.,22347
16821,2026-04-25,2026-05-08,,On Hold,Replacement for damaged order.,22337
16822,2026-04-28,2026-05-16,,In Process,,20940
16823,2022-10-19,2022-11-18,,On Hold,,23613
16824,2024-11-22,2024-12-15,2024-11-25,Resolved,Call before delivery.,21930
16825,2025-04-03,2025-05-02,2025-04-10,Shipped,Hold for customer confirmation.,20330
16826,2026-03-31,2026-04-12,,In Process,,22829
16827,2025-11-15,2025-12-10,2025-11-19,Shipped,Special discount applied.,24933
16828,2025-12-22,2026-01-08,2025-12-29,Shipped,Gift wrapping requested.,21707
16829,2026-02-03,2026-02-20,2026-02-08,Shipped,Replacement for damaged order.,23665
16830,2022-12-31,2023-01-25,2023-01-06,Resolved,Call before delivery.,21158
16831,2023-07-04,2023-07-28,2023-07-13,Shipped,Gift wrapping requested.,22059
16832,2026-01-06,2026-02-02,2026-01-10,Shipped,,22901
16833,2023-02-26,2023-03-12,,Cancelled,,23838
16834,2026-06-24,2026-07-03,,In Process,,22063
16835,2025-09-25,2025-10-15,2025-09-28,Shipped,Special discount applied.,21046
16836,2023-07-21,2023-08-07,2023-07-28,Shipped,Hold for customer confirmation.,21890
16837,2024-03-19,2024-04-09,,Cancelled,Check stock before processing.,20667
16838,2025-09-24,2025-10-03,2025-09-27,Shipped,Customer requested expedited shipping.,24304
16839,2026-01-28,2026-02-24,2026-02-01,Resolved,Special discount applied.,23893
16840,2024-06-21,2024-07-16,,On Hold,Priority customer — rush order.,24081
16841,2022-08-06,2022-09-01,2022-08-10,Shipped,Customer will pick up at warehouse.,22802
16842,2024-04-23,2024-05-09,2024-05-01,Shipped,Priority customer — rush order.,23617
16843,2023-02-14,2023-03-08,,Cancelled,Customer will pick up at warehouse.,21851
16844,2025-12-12,2025-12-21,2025-12-13,Shipped,Verified credit before processing.,21120
16845,2024-08-25,2024-09-06,2024-08-28,Shipped,Backorder — ship when available.,20147
16846,2023-09-20,2023-10-15,2023-09-24,Shipped,Customer requested expedited shipping.,22197
16847,2022-06-28,2022-07-22,,Cancelled,Special discount applied.,21306
16848,2024-04-04,2024-04-23,2024-04-10,Shipped,,23640
16849,2024-10-09,2024-10-27,2024-10-11,Shipped,,23961
16850,2026-02-03,2026-02-15,,Cancelled,Gift wrapping requested.,21030
16851,2024-10-31,2024-11-27,2024-11-06,Shipped,,21108
16852,2023-05-20,2023-05-31,2023-05-29,Shipped,Priority customer — rush order.,22317
16853,2024-07-09,2024-08-05,2024-07-12,Shipped,Hold for customer confirmation.,22481
16854,2022-10-08,2022-10-15,2022-10-14,Resolved,Customer requested expedited shipping.,24751
16855,2023-06-24,2023-07-22,2023-07-02,Shipped,,24128
16856,2026-06-02,2026-06-21,2026-06-09,Shipped,,23392
16857,2026-07-09,2026-08-02,2026-07-18,Shipped,Please ship as soon as possible.,21763
16858,2025-04-04,2025-04-24,2025-04-12,Shipped,,22002
16859,2022-04-08,2022-04-27,,In Process,Gift wrapping requested.,20028
16860,2026-06-05,2026-06-22,2026-06-08,Shipped,Backorder — ship when available.,24160
16861,2024-11-16,2024-11-24,,In Process,,20146
16862,2023-08-21,2023-09-03,2023-08-30,Shipped,,20769
16863,2025-02-06,2025-02-13,2025-02-13,Disputed,Please ship as soon as possible.,21157
16864,2022-07-05,2022-07-20,2022-07-13,Disputed,,23273
16865,2023-04-02,2023-04-10,2023-04-10,Disputed,Fragile items — handle with care.,20471
16866,2024-02-17,2024-02-25,2024-02-18,Disputed,Please ship as soon as possible.,21574
16867,2023-02-27,2023-03-25,2023-02-28,Disputed,Gift wrapping requested.,21072
16868,2022-02-09,2022-03-05,2022-02-19,Resolved,,24862
16869,2023-12-07,2023-12-30,2023-12-15,Shipped,Verified credit before processing.,21643
16870,2022-07-16,2022-08-07,2022-07-25,Shipped,,24400
16871,2026-03-12,2026-04-07,2026-03-16,Shipped,,24480
16872,2023-04-19,2023-05-14,,On Hold,Gift wrapping requested.,23469
16873,2025-06-29,2025-07-19,,On Hold,Replacement for damaged order.,23462
16874,2026-03-03,2026-03-14,2026-03-04,Shipped,Customer requested expedited shipping.,23898
16875,2023-10-16,2023-10-28,,On Hold,Partial shipment approved by customer.,21753
16876,2025-07-12,2025-08-05,,Cancelled,International shipment — customs docs needed.,23689
16877,2025-04-21,2025-05-01,2025-04-24,Shipped,Priority customer — rush order.,24454
16878,2022-05-12,2022-05-26,2022-05-14,Shipped,,22329
16879,2022-11-16,2022-12-15,2022-11-19,Disputed,Check stock before processing.,24193
16880,2025-11-07,2025-11-17,2025-11-13,Resolved,,20161
16881,2023-11-23,2023-12-06,,On Hold,,23407
16882,2025-03-17,2025-04-02,2025-03-27,Disputed,,21051
16883,2026-01-04,2026-01-31,2026-01-13,Disputed,Customer will pick up at warehouse.,20297
16884,2024-08-27,2024-09-11,2024-08-30,Disputed,,23232
16885,2024-01-19,2024-02-14,,On Hold,Customer will pick up at warehouse.,22139
16886,2023-07-11,2023-07-26,,On Hold,Special discount applied.,23496
16887,2024-10-27,2024-11-17,,On Hold,,23817
16888,2026-05-20,2026-06-14,,In Process,Check stock before processing.,22412
16889,2026-02-02,2026-02-17,2026-02-08,Shipped,Verified credit before processing.,24994
16890,2023-10-10,2023-11-05,2023-10-14,Shipped,Check stock before processing.,21821
16891,2023-10-23,2023-11-07,,On Hold,Fragile items — handle with care.,21577
16892,2025-10-12,2025-11-01,,In Process,Partial shipment approved by customer.,23435
16893,2023-01-09,2023-01-21,2023-01-13,Shipped,Special discount applied.,20839
16894,2025-08-07,2025-08-25,,On Hold,Hold for customer confirmation.,22067
16895,2024-12-20,2025-01-08,2024-12-27,Shipped,Check stock before processing.,23596
16896,2024-05-17,2024-05-30,2024-05-20,Resolved,Gift wrapping requested.,20074
16897,2024-07-22,2024-08-14,2024-07-27,Shipped,Please ship as soon as possible.,24652
16898,2024-11-22,2024-12-12,2024-12-01,Shipped,International shipment — customs docs needed.,21518
16899,2025-06-29,2025-07-20,2025-07-04,Shipped,Replacement for damaged order.,22405
16900,2024-08-31,2024-09-13,2024-09-08,Disputed,Check stock before processing.,20609
16901,2025-10-13,2025-11-11,2025-10-19,Resolved,Fragile items — handle with care.,21670
16902,2025-03-31,2025-04-17,2025-04-09,Resolved,,20680
16903,2025-04-08,2025-04-19,2025-04-16,Shipped,Customer will pick up at warehouse.,23958
16904,2023-08-03,2023-08-15,2023-08-12,Resolved,Check stock before processing.,23892
16905,2022-03-22,2022-04-14,2022-03-27,Shipped,Special discount applied.,20855
16906,2024-02-16,2024-02-29,,In Process,Backorder — ship when available.,22471
16907,2023-06-06,2023-06-13,2023-06-12,Shipped,,23190
16908,2023-08-02,2023-08-21,,In Process,International shipment — customs docs needed.,22085
16909,2023-09-09,2023-10-07,2023-09-18,Shipped,,24900
16910,2026-06-06,2026-07-06,2026-06-08,Shipped,Replacement for damaged order.,23627
16911,2022-11-18,2022-12-15,2022-11-24,Shipped,,21801
16912,2022-01-30,2022-02-09,2022-02-04,Disputed,,23935
16913,2022-10-04,2022-11-01,2022-10-07,Shipped,Backorder — ship when available.,20077
16914,2023-08-20,2023-08-30,2023-08-21,Shipped,Priority customer — rush order.,20282
16915,2024-08-08,2024-09-03,,Cancelled,Please ship as soon as possible.,21357
16916,2026-06-12,2026-07-01,2026-06-13,Shipped,Gift wrapping requested.,24150
16917,2022-01-11,2022-01-25,,On Hold,Gift wrapping requested.,21952
16918,2023-01-01,2023-01-22,2023-01-10,Disputed,Gift wrapping requested.,23503
16919,2023-10-16,2023-11-08,2023-10-22,Shipped,Check stock before processing.,21557
16920,2023-05-29,2023-06-19,,In Process,Partial shipment approved by customer.,20637
16921,2022-02-05,2022-02-23,2022-02-11,Shipped,,24957
16922,2023-06-13,2023-07-13,2023-06-21,Shipped,,22368
16923,2023-09-20,2023-10-11,2023-09-25,Disputed,,20063
16924,2022-03-30,2022-04-21,2022-04-09,Resolved,Fragile items — handle with care.,23516
16925,2022-03-24,2022-04-07,2022-04-01,Shipped,Fragile items — handle with care.,22519
16926,2024-12-12,2025-01-01,2024-12-21,Resolved,,21069
16927,2022-04-23,2022-05-08,2022-04-29,Shipped,Please ship as soon as possible.,22793
16928,2025-12-25,2026-01-16,2026-01-03,Disputed,,23924
16929,2025-06-01,2025-06-09,2025-06-02,Shipped,Customer requested expedited shipping.,24878
16930,2025-09-01,2025-09-09,2025-09-10,Resolved,Partial shipment approved by customer.,23442
16931,2023-07-25,2023-08-08,2023-08-03,Shipped,International shipment — customs docs needed.,23762
16932,2025-05-04,2025-05-13,2025-05-05,Resolved,Gift wrapping requested.,20059
16933,2026-07-14,2026-08-12,2026-07-20,Shipped,Customer will pick up at warehouse.,21001
16934,2022-03-23,2022-04-01,2022-03-30,Shipped,,23953
16935,2022-07-17,2022-07-31,,Cancelled,,23002
16936,2023-05-09,2023-05-28,2023-05-19,Shipped,,23558
16937,2023-06-28,2023-07-09,,Cancelled,,21800
16938,2024-09-08,2024-09-15,2024-09-12,Shipped,Customer will pick up at warehouse.,21421
16939,2026-01-29,2026-02-15,,In Process,Verified credit before processing.,20671
16940,2026-01-04,2026-01-20,2026-01-13,Shipped,,21511
16941,2022-05-17,2022-06-13,,On Hold,Check stock before processing.,21970
16942,2023-10-04,2023-10-22,,Cancelled,International shipment — customs docs needed.,20509
16943,2023-09-09,2023-10-04,,On Hold,Verified credit before processing.,24479
16944,2026-05-17,2026-06-08,2026-05-27,Disputed,International shipment — customs docs needed.,24468
16945,2025-05-20,2025-06-11,2025-05-21,Disputed,Special discount applied.,23423
16946,2025-03-09,2025-03-26,2025-03-14,Disputed,,21264
16947,2025-06-03,2025-06-24,,On Hold,Check stock before processing.,20371
16948,2025-02-09,2025-02-25,2025-02-12,Resolved,,23902
16949,2024-02-10,2024-02-22,2024-02-15,Shipped,Customer will pick up at warehouse.,23111
16950,2025-01-18,2025-02-11,2025-01-23,Resolved,Customer requested expedited shipping.,24933
16951,2023-01-26,2023-02-05,,Cancelled,Verified credit before processing.,21600
16952,2022-12-30,2023-01-22,2023-01-07,Shipped,,20246
16953,2026-03-16,2026-04-12,2026-03-18,Shipped,,24062
16954,2022-06-02,2022-06-12,2022-06-07,Shipped,Verified credit before processing.,20747
